Country,Item Type,Order Date,Order ID,Order Priority,Region,Sales Channel,Ship Date,Total Cost,Total Revenue,Units Sold,profit,Profit_Margin,Month,Year,Days_Took_To_Ship
The Gambia,Meat,14-01-2017,825304400,Medium,Sub-Saharan Africa,Online,23-01-2017,1738477.23,2011149.63,4767,272672.4,13.55803646,January,2017,9 days
Brunei,Office Supplies,04-01-2012,320009267,Low,Asia,Online,05-08-2012,3521431.68,4368316.68,6708,846885,19.3869873,January,2012,214 days
Bulgaria,Office Supplies,16-02-2012,189965903,Medium,Europe,Online,28-02-2012,2093015.52,2596374.27,3987,503358.75,19.3869873,February,2012,12 days
Niger,Personal Care,03-11-2017,699285638,High,Sub-Saharan Africa,Online,28-03-2017,170860.05,246415.95,3015,75555.9,30.66193564,November,2017,-220 days
Azerbaijan,Cosmetics,02-06-2010,382392299,Medium,Middle East and North Africa,Online,25-02-2010,1904929.22,3162704.8,7234,1257775.58,39.76898445,June,2010,-97 days
The Gambia,Cereal,06-07-2012,994022214,High,Sub-Saharan Africa,Offline,06-08-2012,247921.87,435466.9,2117,187545.03,43.06757414,July,2012,31 days
Slovakia,Vegetables,10-06-2012,759224212,High,Europe,Online,11-10-2012,15549.03,26344.26,171,10795.23,40.97754122,June,2012,123 days
Myanmar,Clothes,14-11-2015,223359620,High,Asia,Online,18-11-2015,212531.2,648030.4,5930,435499.2,67.20351391,November,2015,4 days
Comoros,Cereal,29-03-2016,902102267,High,Sub-Saharan Africa,Offline,29-04-2016,112659.82,197883.4,962,85223.58,43.06757414,March,2016,31 days
Iceland,Cosmetics,31-12-2016,331438481,CriticaLow,Europe,Online,31-12-2016,2334947.11,3876652.4,8867,1541705.29,39.76898445,December,2016,0 days
Switzerland,Not Available,23-12-2010,617667090,Medium,Europe,Online,31-01-2011,15470.91,22312.29,273,6841.38,30.66193564,December,2010,39 days
Macedonia,Clothes,14-10-2014,787399423,CriticaLow,Europe,Offline,14-11-2014,281057.28,856973.76,7842,575916.48,67.20351391,October,2014,31 days
Mauritania,Office Supplies,01-11-2012,837559306,CriticaLow,Sub-Saharan Africa,Offline,13-01-2012,664599.36,824431.86,1266,159832.5,19.3869873,November,2012,-293 days
Albania,Clothes,02-02-2010,385383069,CriticaLow,Europe,Online,18-03-2010,81320.96,247956.32,2269,166635.36,67.20351391,February,2010,44 days
Lesotho,Fruits,18-08-2013,918419539,Low,Sub-Saharan Africa,Online,18-09-2013,66473.52,89623.98,9606,23150.46,25.8306538,August,2013,31 days
Saudi Arabia,Cereal,25-03-2013,844530045,Medium,Middle East and North Africa,Online,28-03-2013,475817.93,835759.1,4063,359941.17,43.06757414,March,2013,3 days
Sierra Leone,Office Supplies,26-11-2011,441888415,Medium,Sub-Saharan Africa,Offline,01-07-2012,1814786.72,2251232.97,3457,436446.25,19.3869873,November,2011,218 days
Sao Tome and Principe,Fruits,17-09-2013,508980977,High,Sub-Saharan Africa,Offline,24-10-2013,52848.04,71253.21,7637,18405.17,25.8306538,September,2013,37 days
Cote d'Ivoire,Clothes,06-08-2012,114606559,CriticaLow,Sub-Saharan Africa,Online,27-06-2012,124794.88,380512.96,3482,255718.08,67.20351391,August,2012,-40 days
Fiji,Clothes,30-06-2010,647876489,CriticaLow,Australia and Oceania,Offline,08-01-2010,354995.2,1082418.4,9905,727423.2,67.20351391,June,2010,-173 days
Austria,Cosmetics,23-02-2015,868214595,High,Europe,Offline,03-02-2015,749700.51,1244708.4,2847,495007.89,39.76898445,February,2015,-20 days
United Kingdom,Not Available,01-05-2012,955357205,Low,Europe,Online,14-02-2012,141716.28,188452.14,282,46735.86,24.79985635,May,2012,-77 days
Djibouti,Cosmetics,04-07-2014,259353148,High,Sub-Saharan Africa,Offline,19-04-2014,1899925.95,3154398,7215,1254472.05,39.76898445,July,2014,-76 days
Australia,Cereal,06-09-2013,450563752,High,Australia and Oceania,Offline,07-02-2013,79869.02,140287.4,682,60418.38,43.06757414,September,2013,-211 days
San Marino,Baby Food,26-06-2013,569662845,Low,Europe,Online,07-01-2013,757245,1212580,4750,455335,37.55092448,June,2013,-170 days
Cameroon,Office Supplies,11-07-2011,177636754,Medium,Sub-Saharan Africa,Online,15-11-2011,2896729.28,3593376.78,5518,696647.5,19.3869873,July,2011,127 days
Libya,Clothes,30-10-2010,705784308,High,Middle East and North Africa,Offline,17-11-2010,219197.44,668356.48,6116,449159.04,67.20351391,October,2010,18 days
Haiti,Cosmetics,13-10-2013,505716836,High,Central America and the Caribbean,Offline,16-11-2013,448977.65,745426,1705,296448.35,39.76898445,October,2013,34 days
Rwanda,Cosmetics,10-11-2013,699358165,High,Sub-Saharan Africa,Offline,25-11-2013,1178928.41,1957344.4,4477,778415.99,39.76898445,November,2013,15 days
Gabon,Personal Care,07-08-2012,228944623,Low,Sub-Saharan Africa,Offline,07-09-2012,490535.52,707454.88,8656,216919.36,30.66193564,August,2012,31 days
Belize,Clothes,25-07-2016,807025039,Medium,Central America and the Caribbean,Offline,09-07-2016,197048.32,600821.44,5498,403773.12,67.20351391,July,2016,-16 days
Lithuania,Office Supplies,24-10-2010,166460740,High,Europe,Offline,17-11-2010,4350343.52,5396577.27,8287,1046233.75,19.3869873,October,2010,24 days
Madagascar,Clothes,25-04-2015,610425555,Low,Sub-Saharan Africa,Offline,28-05-2015,263137.28,802333.76,7342,539196.48,67.20351391,April,2015,33 days
Turkmenistan,Office Supplies,23-04-2013,462405812,Medium,Asia,Online,20-05-2013,2630049.6,3262562.1,5010,632512.5,19.3869873,April,2013,27 days
Libya,Fruits,14-08-2015,816200339,Low,Middle East and North Africa,Online,30-09-2015,4657.16,6279.09,673,1621.93,25.8306538,August,2015,47 days
Democratic Republic of the Congo,Beverages,26-05-2011,585920464,CriticaLow,Sub-Saharan Africa,Online,15-07-2011,182506.39,272410.45,5741,89904.06,33.00316122,May,2011,50 days
Djibouti,Cereal,20-05-2017,555990016,High,Sub-Saharan Africa,Online,17-06-2017,1013704.16,1780539.2,8656,766835.04,43.06757414,May,2017,28 days
Pakistan,Cosmetics,07-05-2013,231145322,Low,Middle East and North Africa,Offline,16-08-2013,2604860.36,4324782.4,9892,1719922.04,39.76898445,May,2013,101 days
Mexico,Household,11-06-2014,986435210,CriticaLow,North America,Offline,12-12-2014,3494663.16,4647149.58,6954,1152486.42,24.79985635,June,2014,184 days
Federated States of Micronesia,Beverages,28-10-2014,217221009,CriticaLow,Australia and Oceania,Online,15-11-2014,298158.41,445033.55,9379,146875.14,33.00316122,October,2014,18 days
Laos,Vegetables,15-09-2011,789176547,CriticaLow,Asia,Offline,23-10-2011,339350.76,574951.92,3732,235601.16,40.97754122,September,2011,38 days
Monaco,Baby Food,29-05-2012,688288152,High,Europe,Offline,06-02-2012,1373243.88,2198981.92,8614,825738.04,37.55092448,May,2012,-113 days
Samoa,Cosmetics,20-07-2013,670854651,High,Australia and Oceania,Online,08-07-2013,2542187.82,4220728.8,9654,1678540.98,39.76898445,July,2013,-12 days
Spain,Household,21-10-2012,213487374,Low,Europe,Offline,30-11-2012,2267963.02,3015902.51,4513,747939.49,24.79985635,October,2012,40 days
Lebanon,Clothes,18-09-2012,663110148,Low,Middle East and North Africa,Online,10-08-2012,282562.56,861563.52,7884,579000.96,67.20351391,September,2012,-39 days
Iran,Cosmetics,15-11-2016,286959302,High,Middle East and North Africa,Online,12-08-2016,1708748.37,2836990.8,6489,1128242.43,39.76898445,November,2016,-95 days
Zambia,Snacks,01-04-2011,122583663,Low,Sub-Saharan Africa,Online,01-05-2011,398042.4,623289.3,4085,225246.9,36.13841919,April,2011,30 days
Kenya,Vegetables,18-03-2012,827844560,Low,Sub-Saharan Africa,Online,04-07-2012,587135.01,994765.42,6457,407630.41,40.97754122,March,2012,108 days
Mexico,Personal Care,17-02-2012,430915820,Low,North America,Offline,20-03-2012,363934.74,524870.06,6422,160935.32,30.66193564,February,2012,32 days
Sao Tome and Principe,Beverages,16-01-2011,180283772,CriticaLow,Sub-Saharan Africa,Offline,21-01-2011,280673.91,418936.05,8829,138262.14,33.00316122,January,2011,5 days
The Gambia,Baby Food,02-03-2014,494747245,Medium,Sub-Saharan Africa,Offline,20-03-2014,886215.78,1419101.52,5559,532885.74,37.55092448,March,2014,18 days
Kuwait,Fruits,30-04-2012,513417565,Medium,Middle East and North Africa,Online,18-05-2012,3612.24,4870.26,522,1258.02,25.8306538,April,2012,18 days
Slovenia,Beverages,23-10-2016,345718562,CriticaLow,Europe,Offline,25-11-2016,148141.4,221117,4660,72975.6,33.00316122,October,2016,33 days
Sierra Leone,Office Supplies,12-06-2016,621386563,High,Sub-Saharan Africa,Offline,14-12-2016,497662.08,617347.08,948,119685,19.3869873,June,2016,185 days
Australia,Beverages,07-07-2014,240470397,High,Australia and Oceania,Offline,07-11-2014,298476.31,445508.05,9389,147031.74,33.00316122,July,2014,123 days
Azerbaijan,Office Supplies,13-06-2012,423331391,Medium,Middle East and North Africa,Online,24-07-2012,1060944.16,1316095.41,2021,255151.25,19.3869873,June,2012,41 days
Romania,Cosmetics,26-11-2010,660643374,High,Europe,Online,25-12-2010,2082940.3,3458252,7910,1375311.7,39.76898445,November,2010,29 days
Nicaragua,Beverages,02-08-2011,963392674,CriticaLow,Central America and the Caribbean,Offline,21-03-2011,259279.24,387002.2,8156,127722.96,33.00316122,August,2011,-134 days
Mali,Clothes,26-07-2011,512878119,Medium,Sub-Saharan Africa,Online,09-03-2011,31825.92,97040.64,888,65214.72,67.20351391,July,2011,-139 days
Malaysia,Fruits,11-11-2011,810711038,Low,Asia,Offline,28-12-2011,43367.64,58471.11,6267,15103.47,25.8306538,November,2011,47 days
Sierra Leone,Vegetables,06-01-2016,728815257,CriticaLow,Sub-Saharan Africa,Offline,29-06-2016,135031.05,228779.1,1485,93748.05,40.97754122,January,2016,175 days
Mexico,Personal Care,30-07-2015,559427106,Medium,North America,Offline,08-08-2015,326815.89,471336.91,5767,144521.02,30.66193564,July,2015,9 days
Mozambique,Household,02-10-2012,665095412,Low,Sub-Saharan Africa,Offline,15-02-2012,2697132.18,3586605.09,5367,889472.91,24.79985635,October,2012,-230 days
Cote d'Ivoire,Clothes,06-08-2012,114606559,CriticaLow,Sub-Saharan Africa,Online,27-06-2012,124794.88,380512.96,3482,255718.08,67.20351391,August,2012,-40 days
Fiji,Clothes,30-06-2010,647876489,CriticaLow,Australia and Oceania,Offline,08-01-2010,354995.2,1082418.4,9905,727423.2,67.20351391,June,2010,-173 days
Austria,Cosmetics,23-02-2015,868214595,High,Europe,Offline,03-02-2015,749700.51,1244708.4,2847,495007.89,39.76898445,February,2015,-20 days
United Kingdom,Not Available,01-05-2012,955357205,Low,Europe,Online,14-02-2012,141716.28,188452.14,282,46735.86,24.79985635,May,2012,-77 days
Djibouti,Cosmetics,04-07-2014,259353148,High,Sub-Saharan Africa,Offline,19-04-2014,1899925.95,3154398,7215,1254472.05,39.76898445,July,2014,-76 days
Australia,Cereal,06-09-2013,450563752,High,Australia and Oceania,Offline,07-02-2013,79869.02,140287.4,682,60418.38,43.06757414,September,2013,-211 days
San Marino,Baby Food,26-06-2013,569662845,Low,Europe,Online,07-01-2013,757245,1212580,4750,455335,37.55092448,June,2013,-170 days
Cameroon,Office Supplies,11-07-2011,177636754,Medium,Sub-Saharan Africa,Online,15-11-2011,2896729.28,3593376.78,5518,696647.5,19.3869873,July,2011,127 days
Libya,Clothes,30-10-2010,705784308,High,Middle East and North Africa,Offline,17-11-2010,219197.44,668356.48,6116,449159.04,67.20351391,October,2010,18 days
Haiti,Cosmetics,13-10-2013,505716836,High,Central America and the Caribbean,Offline,16-11-2013,448977.65,745426,1705,296448.35,39.76898445,October,2013,34 days
Rwanda,Cosmetics,10-11-2013,699358165,High,Sub-Saharan Africa,Offline,25-11-2013,1178928.41,1957344.4,4477,778415.99,39.76898445,November,2013,15 days
Gabon,Personal Care,07-08-2012,228944623,Low,Sub-Saharan Africa,Offline,07-09-2012,490535.52,707454.88,8656,216919.36,30.66193564,August,2012,31 days
Belize,Clothes,25-07-2016,807025039,Medium,Central America and the Caribbean,Offline,09-07-2016,197048.32,600821.44,5498,403773.12,67.20351391,July,2016,-16 days
Lithuania,Office Supplies,24-10-2010,166460740,High,Europe,Offline,17-11-2010,4350343.52,5396577.27,8287,1046233.75,19.3869873,October,2010,24 days
Madagascar,Clothes,25-04-2015,610425555,Low,Sub-Saharan Africa,Offline,28-05-2015,263137.28,802333.76,7342,539196.48,67.20351391,April,2015,33 days
Turkmenistan,Office Supplies,23-04-2013,462405812,Medium,Asia,Online,20-05-2013,2630049.6,3262562.1,5010,632512.5,19.3869873,April,2013,27 days
Libya,Fruits,14-08-2015,816200339,Low,Middle East and North Africa,Online,30-09-2015,4657.16,6279.09,673,1621.93,25.8306538,August,2015,47 days
Democratic Republic of the Congo,Beverages,26-05-2011,585920464,CriticaLow,Sub-Saharan Africa,Online,15-07-2011,182506.39,272410.45,5741,89904.06,33.00316122,May,2011,50 days
Djibouti,Cereal,20-05-2017,555990016,High,Sub-Saharan Africa,Online,17-06-2017,1013704.16,1780539.2,8656,766835.04,43.06757414,May,2017,28 days
Pakistan,Cosmetics,07-05-2013,231145322,Low,Middle East and North Africa,Offline,16-08-2013,2604860.36,4324782.4,9892,1719922.04,39.76898445,May,2013,101 days
Mexico,Household,11-06-2014,986435210,CriticaLow,North America,Offline,12-12-2014,3494663.16,4647149.58,6954,1152486.42,24.79985635,June,2014,184 days
Federated States of Micronesia,Beverages,28-10-2014,217221009,CriticaLow,Australia and Oceania,Online,15-11-2014,298158.41,445033.55,9379,146875.14,33.00316122,October,2014,18 days
Laos,Vegetables,15-09-2011,789176547,CriticaLow,Asia,Offline,23-10-2011,339350.76,574951.92,3732,235601.16,40.97754122,September,2011,38 days
Monaco,Baby Food,29-05-2012,688288152,High,Europe,Offline,06-02-2012,1373243.88,2198981.92,8614,825738.04,37.55092448,May,2012,-113 days
Samoa,Cosmetics,20-07-2013,670854651,High,Australia and Oceania,Online,08-07-2013,2542187.82,4220728.8,9654,1678540.98,39.76898445,July,2013,-12 days
Spain,Household,21-10-2012,213487374,Low,Europe,Offline,30-11-2012,2267963.02,3015902.51,4513,747939.49,24.79985635,October,2012,40 days
Lebanon,Clothes,18-09-2012,663110148,Low,Middle East and North Africa,Online,10-08-2012,282562.56,861563.52,7884,579000.96,67.20351391,September,2012,-39 days
Iran,Cosmetics,15-11-2016,286959302,High,Middle East and North Africa,Online,12-08-2016,1708748.37,2836990.8,6489,1128242.43,39.76898445,November,2016,-95 days
Zambia,Snacks,01-04-2011,122583663,Low,Sub-Saharan Africa,Online,01-05-2011,398042.4,623289.3,4085,225246.9,36.13841919,April,2011,30 days
Kenya,Vegetables,18-03-2012,827844560,Low,Sub-Saharan Africa,Online,04-07-2012,587135.01,994765.42,6457,407630.41,40.97754122,March,2012,108 days
Mexico,Personal Care,17-02-2012,430915820,Low,North America,Offline,20-03-2012,363934.74,524870.06,6422,160935.32,30.66193564,February,2012,32 days
Sao Tome and Principe,Beverages,16-01-2011,180283772,CriticaLow,Sub-Saharan Africa,Offline,21-01-2011,280673.91,418936.05,8829,138262.14,33.00316122,January,2011,5 days
The Gambia,Baby Food,02-03-2014,494747245,Medium,Sub-Saharan Africa,Offline,20-03-2014,886215.78,1419101.52,5559,532885.74,37.55092448,March,2014,18 days
Kuwait,Fruits,30-04-2012,513417565,Medium,Middle East and North Africa,Online,18-05-2012,3612.24,4870.26,522,1258.02,25.8306538,April,2012,18 days
Slovenia,Beverages,23-10-2016,345718562,CriticaLow,Europe,Offline,25-11-2016,148141.4,221117,4660,72975.6,33.00316122,October,2016,33 days
Sierra Leone,Office Supplies,12-06-2016,621386563,High,Sub-Saharan Africa,Offline,14-12-2016,497662.08,617347.08,948,119685,19.3869873,June,2016,185 days
Australia,Beverages,07-07-2014,240470397,High,Australia and Oceania,Offline,07-11-2014,298476.31,445508.05,9389,147031.74,33.00316122,July,2014,123 days
Azerbaijan,Office Supplies,13-06-2012,423331391,Medium,Middle East and North Africa,Online,24-07-2012,1060944.16,1316095.41,2021,255151.25,19.3869873,June,2012,41 days
Romania,Cosmetics,26-11-2010,660643374,High,Europe,Online,25-12-2010,2082940.3,3458252,7910,1375311.7,39.76898445,November,2010,29 days
Nicaragua,Beverages,02-08-2011,963392674,CriticaLow,Central America and the Caribbean,Offline,21-03-2011,259279.24,387002.2,8156,127722.96,33.00316122,August,2011,-134 days
Mali,Clothes,26-07-2011,512878119,Medium,Sub-Saharan Africa,Online,09-03-2011,31825.92,97040.64,888,65214.72,67.20351391,July,2011,-139 days
Malaysia,Fruits,11-11-2011,810711038,Low,Asia,Offline,28-12-2011,43367.64,58471.11,6267,15103.47,25.8306538,November,2011,47 days
Sierra Leone,Vegetables,06-01-2016,728815257,CriticaLow,Sub-Saharan Africa,Offline,29-06-2016,135031.05,228779.1,1485,93748.05,40.97754122,January,2016,175 days
Mexico,Personal Care,30-07-2015,559427106,Medium,North America,Offline,08-08-2015,326815.89,471336.91,5767,144521.02,30.66193564,July,2015,9 days
Mozambique,Household,02-10-2012,665095412,Low,Sub-Saharan Africa,Offline,15-02-2012,2697132.18,3586605.09,5367,889472.91,24.79985635,October,2012,-230 days
Cote d'Ivoire,Clothes,06-08-2012,114606559,CriticaLow,Sub-Saharan Africa,Online,27-06-2012,124794.88,380512.96,3482,255718.08,67.20351391,August,2012,-40 days
Fiji,Clothes,30-06-2010,647876489,CriticaLow,Australia and Oceania,Offline,08-01-2010,354995.2,1082418.4,9905,727423.2,67.20351391,June,2010,-173 days
Austria,Cosmetics,23-02-2015,868214595,High,Europe,Offline,03-02-2015,749700.51,1244708.4,2847,495007.89,39.76898445,February,2015,-20 days
United Kingdom,Not Available,01-05-2012,955357205,Low,Europe,Online,14-02-2012,141716.28,188452.14,282,46735.86,24.79985635,May,2012,-77 days
Djibouti,Cosmetics,04-07-2014,259353148,High,Sub-Saharan Africa,Offline,19-04-2014,1899925.95,3154398,7215,1254472.05,39.76898445,July,2014,-76 days
Australia,Cereal,06-09-2013,450563752,High,Australia and Oceania,Offline,07-02-2013,79869.02,140287.4,682,60418.38,43.06757414,September,2013,-211 days
San Marino,Baby Food,26-06-2013,569662845,Low,Europe,Online,07-01-2013,757245,1212580,4750,455335,37.55092448,June,2013,-170 days
Cameroon,Office Supplies,11-07-2011,177636754,Medium,Sub-Saharan Africa,Online,15-11-2011,2896729.28,3593376.78,5518,696647.5,19.3869873,July,2011,127 days
Libya,Clothes,30-10-2010,705784308,High,Middle East and North Africa,Offline,17-11-2010,219197.44,668356.48,6116,449159.04,67.20351391,October,2010,18 days
Haiti,Cosmetics,13-10-2013,505716836,High,Central America and the Caribbean,Offline,16-11-2013,448977.65,745426,1705,296448.35,39.76898445,October,2013,34 days
Rwanda,Cosmetics,10-11-2013,699358165,High,Sub-Saharan Africa,Offline,25-11-2013,1178928.41,1957344.4,4477,778415.99,39.76898445,November,2013,15 days
Gabon,Personal Care,07-08-2012,228944623,Low,Sub-Saharan Africa,Offline,07-09-2012,490535.52,707454.88,8656,216919.36,30.66193564,August,2012,31 days
Belize,Clothes,25-07-2016,807025039,Medium,Central America and the Caribbean,Offline,09-07-2016,197048.32,600821.44,5498,403773.12,67.20351391,July,2016,-16 days
Lithuania,Office Supplies,24-10-2010,166460740,High,Europe,Offline,17-11-2010,4350343.52,5396577.27,8287,1046233.75,19.3869873,October,2010,24 days
